record,source_record,bootstrap_idx,n_samples,uc_mean,uc_std,uc_min,uc_max,uc_nan_pct,fhr_uc_corr,uc_path
syn_00196,1099,0,18000,19.92505645751953,16.947656631469727,0.0,108.0,0.0,0.048338890859052096,data\synthetic\syn_00196_uc.npy
syn_00197,1099,1,18000,16.014917373657227,15.709829330444336,0.0,92.5,0.0,0.24412710056507345,data\synthetic\syn_00197_uc.npy
syn_00198,1100,0,18000,12.506221771240234,13.042539596557617,0.0,90.0,0.0,0.392976265796149,data\synthetic\syn_00198_uc.npy
syn_00199,1100,1,18000,12.211833000183105,12.172673225402832,0.0,73.0,0.0,0.40159740281271045,data\synthetic\syn_00199_uc.npy
syn_00200,1101,0,15600,19.920255661010742,25.175100326538086,0.0,100.0,0.0,-0.2025592126450564,data\synthetic\syn_00200_uc.npy
syn_00201,1101,1,15600,22.063974380493164,27.508588790893555,0.0,100.0,0.0,-0.2505267171379558,data\synthetic\syn_00201_uc.npy
syn_00202,1102,0,15620,15.852880477905273,13.549034118652344,0.0,59.0,0.0,0.1164880726318458,data\synthetic\syn_00202_uc.npy
syn_00203,1102,1,15620,16.756914138793945,12.805275917053223,0.0,66.0,0.0,-0.02158325921253093,data\synthetic\syn_00203_uc.npy
syn_00204,1103,0,15600,27.18512725830078,28.063648223876953,0.0,100.0,0.0,-0.15512985416109093,data\synthetic\syn_00204_uc.npy
syn_00205,1103,1,15600,18.989614486694336,24.315086364746094,0.0,100.0,0.0,-0.0500202558694391,data\synthetic\syn_00205_uc.npy
syn_00206,1104,0,18000,0.0,0.0,0.0,0.0,0.0,,data\synthetic\syn_00206_uc.npy
syn_00207,1104,1,18000,0.0,0.0,0.0,0.0,0.0,,data\synthetic\syn_00207_uc.npy
syn_00208,1105,0,19200,9.893280982971191,13.845524787902832,0.0,122.5,0.0,0.23208854326813969,data\synthetic\syn_00208_uc.npy
syn_00209,1105,1,19200,11.859296798706055,15.126190185546875,0.0,91.5,0.0,0.2491469245689318,data\synthetic\syn_00209_uc.npy
syn_00210,1106,0,16800,20.633869171142578,9.082629203796387,0.0,78.5,0.0,-0.024168280138213375,data\synthetic\syn_00210_uc.npy
syn_00211,1106,1,16800,19.33985137939453,9.91964054107666,0.0,78.5,0.0,0.06848752214991881,data\synthetic\syn_00211_uc.npy
syn_00212,1107,0,16800,15.156428337097168,15.282683372497559,0.0,85.5,0.0,0.0021267043600797816,data\synthetic\syn_00212_uc.npy
syn_00213,1107,1,16800,13.568809509277344,14.952445983886719,0.0,85.5,0.0,0.10125050422474699,data\synthetic\syn_00213_uc.npy
syn_00214,1108,0,20400,7.833456039428711,21.200462341308594,0.0,127.0,0.0,0.26572367993851126,data\synthetic\syn_00214_uc.npy
syn_00215,1108,1,20400,15.452500343322754,27.162715911865234,0.0,127.0,0.0,0.19248700356968348,data\synthetic\syn_00215_uc.npy
syn_00216,1109,0,16800,9.808333396911621,16.50809097290039,0.0,90.0,0.0,-0.11686407563719299,data\synthetic\syn_00216_uc.npy
syn_00217,1109,1,16800,9.02833366394043,17.14502716064453,0.0,91.0,0.0,-0.21710652647354686,data\synthetic\syn_00217_uc.npy
syn_00218,1110,0,16800,54.243988037109375,28.847612380981445,0.0,100.0,0.0,-0.2532937841847104,data\synthetic\syn_00218_uc.npy
syn_00219,1110,1,16800,49.5317268371582,28.794343948364258,0.0,100.0,0.0,-0.14702130711452618,data\synthetic\syn_00219_uc.npy
syn_00220,1111,0,18000,15.805944442749023,17.019603729248047,0.0,72.0,0.0,0.1935175957891707,data\synthetic\syn_00220_uc.npy
syn_00221,1111,1,18000,19.806833267211914,17.625886917114258,0.0,97.0,0.0,0.15215365556912172,data\synthetic\syn_00221_uc.npy
syn_00222,1112,0,16800,26.667678833007812,16.352758407592773,0.0,127.0,0.0,0.00820262011686429,data\synthetic\syn_00222_uc.npy
syn_00223,1112,1,16800,28.02535629272461,16.925600051879883,0.0,127.0,0.0,-0.012719722832911898,data\synthetic\syn_00223_uc.npy
syn_00224,1113,0,18000,26.711111068725586,20.15087890625,0.0,127.0,0.0,-0.3129114919289756,data\synthetic\syn_00224_uc.npy
syn_00225,1113,1,18000,30.50519371032715,23.162206649780273,0.0,127.0,0.0,-0.4556026625543902,data\synthetic\syn_00225_uc.npy
syn_00226,1114,0,15600,17.200448989868164,18.272661209106445,0.0,100.0,0.0,-0.18564036159446806,data\synthetic\syn_00226_uc.npy
syn_00227,1114,1,15600,14.272820472717285,17.619035720825195,0.0,100.0,0.0,-0.056896551691189304,data\synthetic\syn_00227_uc.npy
syn_00228,1115,0,16800,16.2209529876709,15.630170822143555,0.0,100.0,0.0,0.250588793199419,data\synthetic\syn_00228_uc.npy
syn_00229,1115,1,16800,17.60065460205078,15.367551803588867,0.0,100.0,0.0,0.2121737961139969,data\synthetic\syn_00229_uc.npy
syn_00230,1116,0,19200,38.1468505859375,16.158681869506836,0.0,94.0,0.0,-0.2615452601931685,data\synthetic\syn_00230_uc.npy
syn_00231,1116,1,19200,39.09161376953125,12.995302200317383,0.0,95.0,0.0,-0.2774481445110396,data\synthetic\syn_00231_uc.npy
syn_00232,1117,0,21600,10.392847061157227,14.58142375946045,0.0,99.5,0.0,-0.11296166506742708,data\synthetic\syn_00232_uc.npy
syn_00233,1117,1,21600,10.160046577453613,15.258828163146973,0.0,99.5,0.0,-0.08607928679047003,data\synthetic\syn_00233_uc.npy
syn_00234,1118,0,16800,26.997024536132812,19.84163475036621,0.0,104.5,0.0,0.3209819091606186,data\synthetic\syn_00234_uc.npy
syn_00235,1118,1,16800,29.968542098999023,21.14065170288086,0.0,104.5,0.0,0.16163807026241075,data\synthetic\syn_00235_uc.npy
syn_00236,1119,0,15600,0.18426282703876495,0.24801605939865112,0.0,2.0,0.0,0.1553172537403992,data\synthetic\syn_00236_uc.npy
syn_00237,1119,1,15600,0.26057693362236023,0.24977615475654602,0.0,0.5,0.0,0.22394674349254337,data\synthetic\syn_00237_uc.npy
syn_00238,1120,0,16800,36.68217086791992,27.53891372680664,0.0,127.0,0.0,0.09877929388053854,data\synthetic\syn_00238_uc.npy
syn_00239,1120,1,16800,39.204612731933594,23.33111572265625,0.0,121.5,0.0,-0.14536852396546712,data\synthetic\syn_00239_uc.npy
syn_00240,1121,0,20400,17.704681396484375,17.19472885131836,0.0,127.0,0.0,0.07707326306282727,data\synthetic\syn_00240_uc.npy
syn_00241,1121,1,20400,14.660318374633789,19.545331954956055,0.0,127.0,0.0,-0.07017111386972304,data\synthetic\syn_00241_uc.npy
syn_00242,1122,0,20400,12.779804229736328,11.938607215881348,0.0,71.0,0.0,-0.10771863089479525,data\synthetic\syn_00242_uc.npy
syn_00243,1122,1,20400,10.15345573425293,11.559544563293457,0.0,71.0,0.0,0.11113025658326485,data\synthetic\syn_00243_uc.npy
syn_00244,1123,0,19200,17.801197052001953,16.42349624633789,0.0,110.0,0.0,0.27547641558818836,data\synthetic\syn_00244_uc.npy
syn_00245,1123,1,19200,19.464061737060547,19.01546859741211,0.0,118.5,0.0,0.2091994752772725,data\synthetic\syn_00245_uc.npy
syn_00246,1124,0,21600,19.091829299926758,15.16062068939209,0.0,81.0,0.0,-0.30028772487098787,data\synthetic\syn_00246_uc.npy
syn_00247,1124,1,21600,18.128564834594727,14.059090614318848,0.0,94.0,0.0,-0.1115774061687815,data\synthetic\syn_00247_uc.npy
syn_00248,1125,0,18000,14.141611099243164,19.07434844970703,0.0,127.0,0.0,0.09718385146590916,data\synthetic\syn_00248_uc.npy
syn_00249,1125,1,18000,18.787860870361328,21.96613121032715,0.0,127.0,0.0,0.09035885557740107,data\synthetic\syn_00249_uc.npy
syn_00250,1126,0,21600,10.39689826965332,9.33340835571289,0.0,37.0,0.0,0.46918270527462524,data\synthetic\syn_00250_uc.npy
syn_00251,1126,1,21600,10.867546081542969,9.019906044006348,0.0,35.0,0.0,0.4262361415079463,data\synthetic\syn_00251_uc.npy
syn_00252,1127,0,16800,35.625831604003906,16.94816017150879,0.0,100.0,0.0,-0.19319698451475625,data\synthetic\syn_00252_uc.npy
syn_00253,1127,1,16800,35.243629455566406,18.486059188842773,0.0,100.0,0.0,-0.2844596736304998,data\synthetic\syn_00253_uc.npy
syn_00254,1128,0,18000,24.534778594970703,11.182596206665039,0.0,94.0,0.0,-0.04120037006844892,data\synthetic\syn_00254_uc.npy
syn_00255,1128,1,18000,24.116056442260742,12.588796615600586,0.0,73.0,0.0,0.026308566480467945,data\synthetic\syn_00255_uc.npy
syn_00256,1129,0,16820,16.00380516052246,18.38787841796875,0.0,100.0,0.0,-0.17637972830828383,data\synthetic\syn_00256_uc.npy
syn_00257,1129,1,16820,13.440279006958008,17.70895767211914,0.0,100.0,0.0,-0.16320456578387682,data\synthetic\syn_00257_uc.npy
syn_00258,1130,0,21600,19.615833282470703,5.425186634063721,0.0,45.0,0.0,-0.004482395830874841,data\synthetic\syn_00258_uc.npy
syn_00259,1130,1,21600,19.853078842163086,5.265448570251465,0.0,45.0,0.0,0.1308700542250771,data\synthetic\syn_00259_uc.npy
syn_00260,1131,0,16800,8.953065872192383,11.958508491516113,0.0,70.0,0.0,-0.08606664092559331,data\synthetic\syn_00260_uc.npy
syn_00261,1131,1,16800,11.194136619567871,13.80298137664795,0.0,72.5,0.0,-0.21341328866803067,data\synthetic\syn_00261_uc.npy
syn_00262,1132,0,16800,16.028959274291992,20.512168884277344,0.0,127.0,0.0,0.20276775437292732,data\synthetic\syn_00262_uc.npy
syn_00263,1132,1,16800,17.003808975219727,23.22248649597168,0.0,127.0,0.0,0.08009684284461699,data\synthetic\syn_00263_uc.npy
syn_00264,1133,0,16800,15.447856903076172,11.796031951904297,0.0,91.5,0.0,-0.24685359182118533,data\synthetic\syn_00264_uc.npy
syn_00265,1133,1,16800,13.95270824432373,11.971385955810547,0.0,88.5,0.0,-0.21152158202354127,data\synthetic\syn_00265_uc.npy
syn_00266,1134,0,16800,3.4893155097961426,14.942533493041992,0.0,127.0,0.0,-0.00585276836152802,data\synthetic\syn_00266_uc.npy
syn_00267,1134,1,16800,8.848601341247559,27.427026748657227,0.0,127.0,0.0,-0.14300710110965736,data\synthetic\syn_00267_uc.npy
syn_00268,1135,0,18000,23.896055221557617,14.065217971801758,0.0,110.0,0.0,0.1759759757406227,data\synthetic\syn_00268_uc.npy
syn_00269,1135,1,18000,20.70050048828125,17.454919815063477,0.0,110.0,0.0,0.24096704182288164,data\synthetic\syn_00269_uc.npy
syn_00270,1136,0,15600,40.66871643066406,25.802688598632812,0.0,111.5,0.0,0.030690936660085544,data\synthetic\syn_00270_uc.npy
syn_00271,1136,1,15600,32.60862350463867,22.451255798339844,0.0,127.0,0.0,0.09093574320191124,data\synthetic\syn_00271_uc.npy
syn_00272,1137,0,19200,13.656197547912598,18.003095626831055,0.0,70.0,0.0,-0.21945296400610753,data\synthetic\syn_00272_uc.npy
syn_00273,1137,1,19200,11.648333549499512,16.715557098388672,0.0,70.0,0.0,-0.11018194439295972,data\synthetic\syn_00273_uc.npy
syn_00274,1138,0,18000,15.4712495803833,8.443258285522461,0.0,103.5,0.0,0.29189647838109095,data\synthetic\syn_00274_uc.npy
syn_00275,1138,1,18000,16.248472213745117,5.7555646896362305,0.0,54.0,0.0,0.2980567808443233,data\synthetic\syn_00275_uc.npy
syn_00276,1139,0,16800,48.35613250732422,36.15427780151367,0.0,127.0,0.0,-0.41397391090579916,data\synthetic\syn_00276_uc.npy
syn_00277,1139,1,16800,45.25684356689453,37.95112228393555,0.0,127.0,0.0,-0.2575381814436162,data\synthetic\syn_00277_uc.npy
syn_00278,1140,0,20400,15.409314155578613,19.91695785522461,0.0,127.0,0.0,0.11258624516000862,data\synthetic\syn_00278_uc.npy
syn_00279,1140,1,20400,14.809755325317383,21.545433044433594,0.0,127.0,0.0,-0.10221124530039526,data\synthetic\syn_00279_uc.npy
syn_00280,1141,0,18000,20.219528198242188,10.244345664978027,0.0,83.5,0.0,-0.20387203636950255,data\synthetic\syn_00280_uc.npy
syn_00281,1141,1,18000,18.745695114135742,10.69141960144043,0.0,89.0,0.0,-0.17406531110816542,data\synthetic\syn_00281_uc.npy
syn_00282,1142,0,16800,17.425922393798828,12.967855453491211,0.0,84.0,0.0,-0.07296336248248649,data\synthetic\syn_00282_uc.npy
syn_00283,1142,1,16800,18.986934661865234,13.624563217163086,0.0,93.0,0.0,-0.08598045434496558,data\synthetic\syn_00283_uc.npy
syn_00284,1143,0,20400,16.74796485900879,10.824767112731934,0.0,59.5,0.0,0.11122197075424027,data\synthetic\syn_00284_uc.npy
syn_00285,1143,1,20400,16.237377166748047,12.368993759155273,0.0,61.0,0.0,0.20364341037584902,data\synthetic\syn_00285_uc.npy
syn_00286,1144,0,20400,19.906078338623047,22.24637794494629,0.0,127.0,0.0,-0.415507803481155,data\synthetic\syn_00286_uc.npy
syn_00287,1144,1,20400,21.215293884277344,21.488933563232422,0.0,127.0,0.0,-0.34833640187678266,data\synthetic\syn_00287_uc.npy
syn_00288,1145,0,16800,18.456695556640625,9.965142250061035,0.0,56.0,0.0,-0.07233710851545706,data\synthetic\syn_00288_uc.npy
syn_00289,1145,1,16800,19.673065185546875,9.126973152160645,0.0,56.5,0.0,-0.0959256796619436,data\synthetic\syn_00289_uc.npy
syn_00290,1146,0,18000,18.995166778564453,21.951082229614258,0.0,100.0,0.0,0.2849277087968618,data\synthetic\syn_00290_uc.npy
syn_00291,1146,1,18000,25.33716583251953,26.941959381103516,0.0,100.0,0.0,0.3693247245057211,data\synthetic\syn_00291_uc.npy
syn_00292,1147,0,18000,13.738555908203125,11.230181694030762,0.0,100.0,0.0,-0.5310632604333915,data\synthetic\syn_00292_uc.npy
syn_00293,1147,1,18000,14.940166473388672,14.606437683105469,0.0,100.0,0.0,-0.5513136596389411,data\synthetic\syn_00293_uc.npy
syn_00294,1148,0,20400,24.045000076293945,13.85078239440918,0.0,92.0,0.0,-0.008416367344674963,data\synthetic\syn_00294_uc.npy
syn_00295,1148,1,20400,20.44296646118164,14.506965637207031,0.0,92.0,0.0,-0.15116811867675725,data\synthetic\syn_00295_uc.npy
syn_00296,1149,0,16800,0.9510118961334229,0.7694572806358337,0.0,2.0,0.0,-0.08964905534758827,data\synthetic\syn_00296_uc.npy
syn_00297,1149,1,16800,1.2055357694625854,0.7260167598724365,0.0,2.0,0.0,-0.02756052854614952,data\synthetic\syn_00297_uc.npy
syn_00298,1150,0,16800,10.496786117553711,9.886673927307129,0.0,72.5,0.0,-0.019408217077064704,data\synthetic\syn_00298_uc.npy
syn_00299,1150,1,16800,10.486815452575684,9.140151023864746,0.0,72.5,0.0,-0.1836631218356309,data\synthetic\syn_00299_uc.npy
syn_00300,1151,0,15600,22.866666793823242,10.217771530151367,0.0,67.0,0.0,0.5219757705379793,data\synthetic\syn_00300_uc.npy
syn_00301,1151,1,15600,18.529102325439453,10.514357566833496,5.0,67.0,0.0,0.43377230382799375,data\synthetic\syn_00301_uc.npy
syn_00302,1152,0,19200,30.502525329589844,20.22203826904297,0.0,127.0,0.0,-0.3325268878548889,data\synthetic\syn_00302_uc.npy
syn_00303,1152,1,19200,33.077579498291016,20.603055953979492,0.0,127.0,0.0,-0.0919031393543426,data\synthetic\syn_00303_uc.npy
syn_00304,1153,0,16800,18.54059600830078,17.764570236206055,0.0,92.5,0.0,-0.23974323102955994,data\synthetic\syn_00304_uc.npy
syn_00305,1153,1,16800,20.085357666015625,16.10036277770996,0.0,92.5,0.0,-0.23349833961543642,data\synthetic\syn_00305_uc.npy
syn_00306,1154,0,20400,40.62588119506836,30.63426971435547,0.0,100.0,0.0,0.47177264892804427,data\synthetic\syn_00306_uc.npy
syn_00307,1154,1,20400,38.58426284790039,29.00213050842285,0.0,100.0,0.0,0.251681564698274,data\synthetic\syn_00307_uc.npy
syn_00308,1155,0,16800,5.0,0.0,5.0,5.0,0.0,,data\synthetic\syn_00308_uc.npy
syn_00309,1155,1,16800,5.0,0.0,5.0,5.0,0.0,,data\synthetic\syn_00309_uc.npy
syn_00310,1156,0,21600,26.07879638671875,21.62762451171875,0.0,127.0,0.0,-0.25290531944622857,data\synthetic\syn_00310_uc.npy
syn_00311,1156,1,21600,30.44293975830078,24.468904495239258,0.0,127.0,0.0,-0.27628681431029495,data\synthetic\syn_00311_uc.npy
syn_00312,1157,0,16800,17.703601837158203,10.186396598815918,0.0,46.5,0.0,0.3260168979490161,data\synthetic\syn_00312_uc.npy
syn_00313,1157,1,16800,18.768274307250977,10.521857261657715,0.0,46.5,0.0,0.21283688570471415,data\synthetic\syn_00313_uc.npy
syn_00314,1158,0,20400,9.890342712402344,12.574496269226074,0.0,83.0,0.0,-0.38630245440111416,data\synthetic\syn_00314_uc.npy
syn_00315,1158,1,20400,8.155956268310547,11.176752090454102,0.0,61.0,0.0,-0.34391938431940083,data\synthetic\syn_00315_uc.npy
syn_00316,1159,0,18000,28.535722732543945,18.895185470581055,1.0,88.0,0.0,0.07252340502583975,data\synthetic\syn_00316_uc.npy
syn_00317,1159,1,18000,29.702333450317383,21.360641479492188,1.0,88.0,0.0,0.2576771192013274,data\synthetic\syn_00317_uc.npy
syn_00318,1160,0,18000,20.21211051940918,27.63899040222168,0.0,127.0,0.0,0.11712001227870948,data\synthetic\syn_00318_uc.npy
syn_00319,1160,1,18000,23.49016761779785,27.992990493774414,0.0,125.5,0.0,0.21802016895456905,data\synthetic\syn_00319_uc.npy
syn_00320,1161,0,15600,16.457660675048828,8.717131614685059,0.0,61.5,0.0,0.09392067287559487,data\synthetic\syn_00320_uc.npy
syn_00321,1161,1,15600,18.26836585998535,8.768993377685547,0.0,61.5,0.0,0.13758554472091095,data\synthetic\syn_00321_uc.npy
syn_00322,1162,0,14400,18.198749542236328,20.156352996826172,0.0,100.0,0.0,-0.14918910598230842,data\synthetic\syn_00322_uc.npy
syn_00323,1162,1,14400,28.809236526489258,19.8403263092041,0.0,100.0,0.0,-0.28558279760602784,data\synthetic\syn_00323_uc.npy
syn_00324,1163,0,15600,21.386249542236328,19.196632385253906,0.0,127.0,0.0,-0.2493835472786277,data\synthetic\syn_00324_uc.npy
syn_00325,1163,1,15600,21.195960998535156,19.997968673706055,0.0,127.0,0.0,-0.24004672312910377,data\synthetic\syn_00325_uc.npy
syn_00326,1164,0,18000,10.146333694458008,9.768729209899902,0.0,62.0,0.0,-0.31619866778042693,data\synthetic\syn_00326_uc.npy
syn_00327,1164,1,18000,8.642722129821777,7.904876708984375,0.0,73.5,0.0,-0.429692704107295,data\synthetic\syn_00327_uc.npy
syn_00328,1165,0,15600,10.841378211975098,12.648115158081055,0.0,85.0,0.0,-0.13949566560554305,data\synthetic\syn_00328_uc.npy
syn_00329,1165,1,15600,15.565448760986328,14.818404197692871,0.0,94.0,0.0,-0.5403993596744423,data\synthetic\syn_00329_uc.npy
syn_00330,1166,0,16800,46.422916412353516,24.39872932434082,0.0,100.0,0.0,-0.1318554639952729,data\synthetic\syn_00330_uc.npy
syn_00331,1166,1,16800,38.03535842895508,21.365633010864258,0.0,100.0,0.0,0.06455562171206795,data\synthetic\syn_00331_uc.npy
syn_00332,1167,0,16800,20.91428565979004,15.987195014953613,0.0,100.0,0.0,0.08095455136616532,data\synthetic\syn_00332_uc.npy
syn_00333,1167,1,16800,16.496488571166992,13.447375297546387,0.0,100.0,0.0,-0.14149477575185565,data\synthetic\syn_00333_uc.npy
syn_00334,1168,0,15600,4.016153812408447,4.515613555908203,0.0,24.0,0.0,0.17239153298937335,data\synthetic\syn_00334_uc.npy
syn_00335,1168,1,15600,5.2319231033325195,5.117948055267334,0.0,25.0,0.0,0.09690820522382802,data\synthetic\syn_00335_uc.npy
syn_00336,1169,0,15600,27.083173751831055,12.951996803283691,0.0,95.5,0.0,0.04159964335944724,data\synthetic\syn_00336_uc.npy
syn_00337,1169,1,15600,27.793045043945312,10.20719051361084,0.0,88.5,0.0,-0.1372277934738184,data\synthetic\syn_00337_uc.npy
syn_00338,1170,0,21600,8.836111068725586,9.481828689575195,0.0,80.0,0.0,-0.18752181708332227,data\synthetic\syn_00338_uc.npy
syn_00339,1170,1,21600,11.411157608032227,10.14459228515625,0.0,68.0,0.0,0.0016170370125382788,data\synthetic\syn_00339_uc.npy
syn_00340,1171,0,18000,19.590221405029297,24.132509231567383,0.0,122.0,0.0,-0.06327391468537122,data\synthetic\syn_00340_uc.npy
syn_00341,1171,1,18000,15.138583183288574,23.4368896484375,0.0,122.0,0.0,-0.16631831783953185,data\synthetic\syn_00341_uc.npy
syn_00342,1172,0,19200,31.266666412353516,31.058021545410156,0.0,127.0,0.0,0.34456311245469873,data\synthetic\syn_00342_uc.npy
syn_00343,1172,1,19200,32.02130126953125,32.666717529296875,0.0,127.0,0.0,0.2734407250941733,data\synthetic\syn_00343_uc.npy
syn_00344,1173,0,19200,26.69320297241211,29.775962829589844,0.0,127.0,0.0,-0.20119621482031808,data\synthetic\syn_00344_uc.npy
syn_00345,1173,1,19200,20.40690040588379,24.553770065307617,0.0,121.0,0.0,0.004919373036522693,data\synthetic\syn_00345_uc.npy
syn_00346,1174,0,19200,40.92799377441406,22.673675537109375,0.0,127.0,0.0,0.5387653013867146,data\synthetic\syn_00346_uc.npy
syn_00347,1174,1,19200,40.749610900878906,22.817256927490234,0.0,127.0,0.0,0.5446674554551016,data\synthetic\syn_00347_uc.npy
syn_00348,1175,0,16800,30.132619857788086,32.314910888671875,0.0,127.0,0.0,0.011910082928246106,data\synthetic\syn_00348_uc.npy
syn_00349,1175,1,16800,25.176488876342773,29.73320960998535,0.0,127.0,0.0,-0.11568826456579613,data\synthetic\syn_00349_uc.npy
syn_00350,1176,0,15600,38.49147415161133,20.42496681213379,0.0,100.0,0.0,0.17026331498942748,data\synthetic\syn_00350_uc.npy
syn_00351,1176,1,15600,36.64609146118164,18.667930603027344,0.0,100.0,0.0,0.0795981134100836,data\synthetic\syn_00351_uc.npy
syn_00352,1177,0,15600,15.260673522949219,6.434622764587402,0.0,37.0,0.0,0.4012554010215748,data\synthetic\syn_00352_uc.npy
syn_00353,1177,1,15600,16.178749084472656,6.015819549560547,0.0,37.5,0.0,0.4324461747411611,data\synthetic\syn_00353_uc.npy
syn_00354,1178,0,15600,12.880577087402344,20.2362003326416,0.0,99.0,0.0,-0.26245784336380423,data\synthetic\syn_00354_uc.npy
syn_00355,1178,1,15600,11.591602325439453,16.789186477661133,0.0,97.0,0.0,-0.32899611706359216,data\synthetic\syn_00355_uc.npy
syn_00356,1179,0,18000,28.943889617919922,28.06151580810547,0.0,100.0,0.0,-0.5212886700097024,data\synthetic\syn_00356_uc.npy
syn_00357,1179,1,18000,34.03444290161133,30.908374786376953,0.0,100.0,0.0,-0.4483541592006492,data\synthetic\syn_00357_uc.npy
syn_00358,1180,0,19200,38.07072830200195,28.84648323059082,0.0,100.0,0.0,-0.3471194730766355,data\synthetic\syn_00358_uc.npy
syn_00359,1180,1,19200,34.98828125,26.695396423339844,0.0,100.0,0.0,-0.23414578667902003,data\synthetic\syn_00359_uc.npy
syn_00360,1181,0,18000,30.99416732788086,25.568824768066406,0.0,127.0,0.0,0.22193229643948092,data\synthetic\syn_00360_uc.npy
syn_00361,1181,1,18000,28.870027542114258,24.398712158203125,0.0,127.0,0.0,0.17076584450895724,data\synthetic\syn_00361_uc.npy
syn_00362,1182,0,15600,23.722787857055664,21.779870986938477,0.0,100.0,0.0,-0.349529617920025,data\synthetic\syn_00362_uc.npy
syn_00363,1182,1,15600,27.408493041992188,23.097332000732422,0.0,100.0,0.0,-0.2550221027622876,data\synthetic\syn_00363_uc.npy
syn_00364,1183,0,20400,33.21259689331055,31.401145935058594,0.0,100.0,0.0,-0.3053544482172136,data\synthetic\syn_00364_uc.npy
syn_00365,1183,1,20400,29.463897705078125,29.895416259765625,0.0,123.5,0.0,-0.27303883708999893,data\synthetic\syn_00365_uc.npy
syn_00366,1184,0,18000,12.976249694824219,19.86862564086914,0.0,99.0,0.0,0.2399485743185547,data\synthetic\syn_00366_uc.npy
syn_00367,1184,1,18000,17.218944549560547,22.038660049438477,0.0,87.5,0.0,0.30415103662071674,data\synthetic\syn_00367_uc.npy
syn_00368,1185,0,18000,24.506805419921875,22.710988998413086,0.0,127.0,0.0,-0.0847664626867214,data\synthetic\syn_00368_uc.npy
syn_00369,1185,1,18000,32.59166717529297,28.06607437133789,0.0,127.0,0.0,-0.18409065450483858,data\synthetic\syn_00369_uc.npy
syn_00370,1186,0,15600,3.7596795558929443,1.7757272720336914,0.0,5.0,0.0,0.12305992396265698,data\synthetic\syn_00370_uc.npy
syn_00371,1186,1,15600,4.011474132537842,1.5412479639053345,0.0,5.0,0.0,0.09919496468263991,data\synthetic\syn_00371_uc.npy
syn_00372,1187,0,21600,11.89238452911377,12.437031745910645,0.0,69.0,0.0,0.16352965323703914,data\synthetic\syn_00372_uc.npy
syn_00373,1187,1,21600,18.652198791503906,18.130905151367188,0.0,124.0,0.0,0.4325712175871354,data\synthetic\syn_00373_uc.npy
syn_00374,1188,0,15600,1.214358925819397,1.2830049991607666,0.0,5.0,0.0,0.018180347379589297,data\synthetic\syn_00374_uc.npy
syn_00375,1188,1,15600,1.395064115524292,1.4273477792739868,0.0,5.0,0.0,-0.014452345373000256,data\synthetic\syn_00375_uc.npy
syn_00376,1189,0,15600,36.4202880859375,32.40168762207031,0.0,100.0,0.0,-0.2794793279324767,data\synthetic\syn_00376_uc.npy
syn_00377,1189,1,15600,40.08019256591797,33.10594940185547,0.0,100.0,0.0,-0.2928352094801885,data\synthetic\syn_00377_uc.npy
syn_00378,1190,0,16800,7.997023582458496,12.112627029418945,0.0,79.5,0.0,-0.14881672754918046,data\synthetic\syn_00378_uc.npy
syn_00379,1190,1,16800,6.827291488647461,9.91439151763916,0.0,100.0,0.0,-0.14196085853820634,data\synthetic\syn_00379_uc.npy
syn_00380,1191,0,15600,24.14557647705078,21.59337043762207,0.0,100.0,0.0,0.4598260678573504,data\synthetic\syn_00380_uc.npy
syn_00381,1191,1,15600,22.488012313842773,23.304113388061523,0.0,100.0,0.0,0.46971447343165246,data\synthetic\syn_00381_uc.npy
syn_00382,1192,0,16800,13.772619247436523,15.397347450256348,0.0,83.0,0.0,0.20789382386712243,data\synthetic\syn_00382_uc.npy
syn_00383,1192,1,16800,12.453452110290527,12.916765213012695,0.0,83.0,0.0,0.14661652017462729,data\synthetic\syn_00383_uc.npy
syn_00384,1193,0,15600,38.874229431152344,33.851837158203125,0.0,100.0,0.0,-0.032020046568910415,data\synthetic\syn_00384_uc.npy
syn_00385,1193,1,15600,40.17038345336914,32.64621353149414,0.0,100.0,0.0,0.008441004003840288,data\synthetic\syn_00385_uc.npy
syn_00386,1194,0,16800,18.461488723754883,19.0530948638916,0.0,86.0,0.0,-0.08327027431058302,data\synthetic\syn_00386_uc.npy
syn_00387,1194,1,16800,21.58380889892578,19.236751556396484,0.0,100.0,0.0,0.01672156403051834,data\synthetic\syn_00387_uc.npy
syn_00388,1195,0,16800,26.921964645385742,15.23985767364502,0.0,84.0,0.0,-0.25823846979162174,data\synthetic\syn_00388_uc.npy
syn_00389,1195,1,16800,25.354345321655273,13.8164701461792,0.0,84.0,0.0,-0.19607774764228136,data\synthetic\syn_00389_uc.npy
syn_00390,1196,0,19200,17.77312469482422,13.467059135437012,0.0,87.5,0.0,0.05020204369055828,data\synthetic\syn_00390_uc.npy
syn_00391,1196,1,19200,15.695625305175781,13.850013732910156,0.0,87.5,0.0,-0.014517089604089773,data\synthetic\syn_00391_uc.npy
syn_00392,1197,0,16800,28.415119171142578,25.22151756286621,0.0,100.0,0.0,0.13306924588314634,data\synthetic\syn_00392_uc.npy
syn_00393,1197,1,16800,23.624286651611328,23.6726131439209,0.0,100.0,0.0,-0.03396796224108701,data\synthetic\syn_00393_uc.npy
